movie|"""Directed"""|link|"""Screenplay"""|"""Starring"""|"""Produced"""|'Cinematography'|'Edited'|'Distributed'|'Language'|'Music'|'Country'|'Box office'|'Budget'|'Production company'|'Running time'
Ma Rainey's Black Bottom||https://en.wikipedia.org/wiki/Ma_Rainey%27s_Black_Bottom_(film)||Viola Davis|||||||||||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal|Darius Marder||||||||||||
King Richard||https://en.wikipedia.org/wiki/King_Richard_(film)|||||||||||$50 million||
King Richard||https://en.wikipedia.org/wiki/King_Richard_(film)||||||||||$39.4 million|||
Encanto||https://en.wikipedia.org/wiki/Encanto||||||Walt Disney Studios|||||||
Nomadland||https://en.wikipedia.org/wiki/Nomadland_(film)||||||||Ludovico Einaudi|||||
Drive My Car||https://en.wikipedia.org/wiki/Drive_My_Car_(film)||||||||||$15.2 million|||
The Father||https://en.wikipedia.org/wiki/The_Father_(2020_film)||||Ben Smithard|||||||||
The Father||https://en.wikipedia.org/wiki/The_Father_(2020_film)|||||Yorgos Lamprinos||||||||
Cruella||https://en.wikipedia.org/wiki/Cruella_(film)|||||||||United States||||
West Side Story||https://en.wikipedia.org/wiki/West_Side_Story_(2021_film)|||||||Spanish||||||
West Side Story||https://en.wikipedia.org/wiki/West_Side_Story_(2021_film)|||||||||||$100||
No Time to Die||https://en.wikipedia.org/wiki/No_Time_to_Die|||||||||||$250–301 million||
Dune||https://en.wikipedia.org/wiki/Dune_(2021_film)|||||||||||$165 million||
Minari|Lee Isaac Chung|https://en.wikipedia.org/wiki/Minari_(film)|||||||||||||
Judas and the Black Messiah|Shaka King|https://en.wikipedia.org/wiki/Judas_and_the_Black_Messiah|||||||||||||
Promising Young Woman|Emerald Fennell|https://en.wikipedia.org/wiki/Promising_Young_Woman|||||||||||||
Ma Rainey's Black Bottom||https://en.wikipedia.org/wiki/Ma_Rainey%27s_Black_Bottom_(film)||Chadwick Boseman|||||||||||
Ma Rainey's Black Bottom||https://en.wikipedia.org/wiki/Ma_Rainey%27s_Black_Bottom_(film)||Glynn Turman|||||||||||
Ma Rainey's Black Bottom||https://en.wikipedia.org/wiki/Ma_Rainey%27s_Black_Bottom_(film)||Colman Domingo|||||||||||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal|Abraham Marder||||||||||||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal||Riz Ahmed|||||||||||
Encanto||https://en.wikipedia.org/wiki/Encanto|||||||||United States||||
Nomadland||https://en.wikipedia.org/wiki/Nomadland_(film)||||||Searchlight Pictures|||||||
The Father||https://en.wikipedia.org/wiki/The_Father_(2020_film)||||||||Ludovico Einaudi|||||
The Father||https://en.wikipedia.org/wiki/The_Father_(2020_film)||||||UGC Distribution|||||||
Cruella||https://en.wikipedia.org/wiki/Cruella_(film)|||||||English||||||
West Side Story||https://en.wikipedia.org/wiki/West_Side_Story_(2021_film)||||||||||$76|||
No Time to Die||https://en.wikipedia.org/wiki/No_Time_to_Die||||||||||$774.2 million|||
Dune||https://en.wikipedia.org/wiki/Dune_(2021_film)||||||||||$401.8 million|||
Minari||https://en.wikipedia.org/wiki/Minari_(film)||Steven Yeun|||||||||||
Minari||https://en.wikipedia.org/wiki/Minari_(film)||Han Ye-ri|||||||||||
Judas and the Black Messiah||https://en.wikipedia.org/wiki/Judas_and_the_Black_Messiah|Will Berson||||||||||||
Judas and the Black Messiah||https://en.wikipedia.org/wiki/Judas_and_the_Black_Messiah|Shaka King||||||||||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman||Carey Mulligan|||||||||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman||Bo Burnham|||||||||||
Ma Rainey's Black Bottom||https://en.wikipedia.org/wiki/Ma_Rainey%27s_Black_Bottom_(film)||Michael Potts|||||||||||
Ma Rainey's Black Bottom||https://en.wikipedia.org/wiki/Ma_Rainey%27s_Black_Bottom_(film)|||Denzel Washington||||||||||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal||Olivia Cooke|||||||||||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal||Paul Raci|||||||||||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal||Lauren Ridloff|||||||||||
Encanto||https://en.wikipedia.org/wiki/Encanto|||||||English||||||
Nomadland||https://en.wikipedia.org/wiki/Nomadland_(film)|||||||||United States||||
The Father||https://en.wikipedia.org/wiki/The_Father_(2020_film)||||||Lionsgate|||||||
The Father||https://en.wikipedia.org/wiki/The_Father_(2020_film)||||||Embankment Films|||||||
The Father||https://en.wikipedia.org/wiki/The_Father_(2020_film)|||||||English||||||
Cruella||https://en.wikipedia.org/wiki/Cruella_(film)|||||||||||$100–200 million||
Cruella||https://en.wikipedia.org/wiki/Cruella_(film)||||||||||$233.5 million|||
Mank|David Fincher|https://en.wikipedia.org/wiki/Mank|||||||||||||
Minari||https://en.wikipedia.org/wiki/Minari_(film)||Alan Kim|||||||||||
Minari||https://en.wikipedia.org/wiki/Minari_(film)||Noel Kate Cho|||||||||||
Judas and the Black Messiah||https://en.wikipedia.org/wiki/Judas_and_the_Black_Messiah||Daniel Kaluuya|||||||||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman||Alison Brie|||||||||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman||Clancy Brown|||||||||||
Ma Rainey's Black Bottom||https://en.wikipedia.org/wiki/Ma_Rainey%27s_Black_Bottom_(film)|||Todd Black||||||||||
Ma Rainey's Black Bottom||https://en.wikipedia.org/wiki/Ma_Rainey%27s_Black_Bottom_(film)|||Dany Wolf||||||||||
Ma Rainey's Black Bottom||https://en.wikipedia.org/wiki/Ma_Rainey%27s_Black_Bottom_(film)||||Tobias A. Schliessler|||||||||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal||Mathieu Amalric|||||||||||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal|||Bill Benz||||||||||
Encanto||https://en.wikipedia.org/wiki/Encanto|||||||Spanish||||||
Encanto||https://en.wikipedia.org/wiki/Encanto|||||||||||$120–150 million||
Nomadland||https://en.wikipedia.org/wiki/Nomadland_(film)|||||||English||||||
Nomadland||https://en.wikipedia.org/wiki/Nomadland_(film)|||||||||||$5 million||
The Father||https://en.wikipedia.org/wiki/The_Father_(2020_film)|||||||||||$6 million||
The Father||https://en.wikipedia.org/wiki/The_Father_(2020_film)||||||||||$28.4 million|||
Mank||https://en.wikipedia.org/wiki/Mank|Jack Fincher||||||||||||
Mank||https://en.wikipedia.org/wiki/Mank||Gary Oldman|||||||||||
Minari||https://en.wikipedia.org/wiki/Minari_(film)||Youn Yuh-jung|||||||||||
Minari||https://en.wikipedia.org/wiki/Minari_(film)||Will Patton|||||||||||
Minari||https://en.wikipedia.org/wiki/Minari_(film)|||Dede Gardner||||||||||
Judas and the Black Messiah||https://en.wikipedia.org/wiki/Judas_and_the_Black_Messiah||LaKeith Stanfield|||||||||||
Judas and the Black Messiah||https://en.wikipedia.org/wiki/Judas_and_the_Black_Messiah||Jesse Plemons|||||||||||
Judas and the Black Messiah||https://en.wikipedia.org/wiki/Judas_and_the_Black_Messiah||Dominique Fishback|||||||||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman||Chris Lowell|||||||||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman||Jennifer Coolidge|||||||||||
Ma Rainey's Black Bottom||https://en.wikipedia.org/wiki/Ma_Rainey%27s_Black_Bottom_(film)|||||Andrew Mondshein||||||||
Ma Rainey's Black Bottom||https://en.wikipedia.org/wiki/Ma_Rainey%27s_Black_Bottom_(film)||||||||Branford Marsalis|||||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal|||Kathy Benz||||||||||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal|||Bert Hamelinck||||||||||
Encanto||https://en.wikipedia.org/wiki/Encanto||||||||||$256.8 million|||
Nomadland||https://en.wikipedia.org/wiki/Nomadland_(film)||||||||||$39.5 million|||
Mank||https://en.wikipedia.org/wiki/Mank||Amanda Seyfried|||||||||||
Mank||https://en.wikipedia.org/wiki/Mank||Lily Collins|||||||||||
Mank||https://en.wikipedia.org/wiki/Mank||Arliss Howard|||||||||||
Minari||https://en.wikipedia.org/wiki/Minari_(film)|||Jeremy Kleiner||||||||||
Minari||https://en.wikipedia.org/wiki/Minari_(film)|||Christina Oh||||||||||
Judas and the Black Messiah||https://en.wikipedia.org/wiki/Judas_and_the_Black_Messiah||Ashton Sanders|||||||||||
Judas and the Black Messiah||https://en.wikipedia.org/wiki/Judas_and_the_Black_Messiah||Martin Sheen|||||||||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman||Laverne Cox|||||||||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman||Connie Britton|||||||||||
Ma Rainey's Black Bottom||https://en.wikipedia.org/wiki/Ma_Rainey%27s_Black_Bottom_(film)||||||Netflix|||||||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal|||Sacha Ben Harroche||||||||||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal||||Daniël Bouquet|||||||||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal|||||Mikkel E. G. Nielsen||||||||
Mank||https://en.wikipedia.org/wiki/Mank||Tom Pelphrey|||||||||||
Mank||https://en.wikipedia.org/wiki/Mank||Charles Dance|||||||||||
Minari||https://en.wikipedia.org/wiki/Minari_(film)||||Lachlan Milne|||||||||
Judas and the Black Messiah||https://en.wikipedia.org/wiki/Judas_and_the_Black_Messiah|||Charles D. King||||||||||
Judas and the Black Messiah||https://en.wikipedia.org/wiki/Judas_and_the_Black_Messiah|||Ryan Coogler||||||||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman||Molly Shannon|||||||||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman|||Margot Robbie||||||||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman|||Josey McNamara||||||||||
Ma Rainey's Black Bottom||https://en.wikipedia.org/wiki/Ma_Rainey%27s_Black_Bottom_(film)|||||||||United States||||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal||||||||Abraham Marder|||||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal||||||||Nicolas Becker|||||
Mank||https://en.wikipedia.org/wiki/Mank||Tom Burke|||||||||||
Mank||https://en.wikipedia.org/wiki/Mank|||Ceán Chaffin||||||||||
Minari||https://en.wikipedia.org/wiki/Minari_(film)|||||Harry Yoon||||||||
Minari||https://en.wikipedia.org/wiki/Minari_(film)||||||||Emile Mosseri|||||
Judas and the Black Messiah||https://en.wikipedia.org/wiki/Judas_and_the_Black_Messiah|||Shaka King||||||||||
Judas and the Black Messiah||https://en.wikipedia.org/wiki/Judas_and_the_Black_Messiah||||Sean Bobbitt|||||||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman|||Tom Ackerley||||||||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman|||Ben Browning||||||||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman|||Ashley Fox||||||||||
Ma Rainey's Black Bottom||https://en.wikipedia.org/wiki/Ma_Rainey%27s_Black_Bottom_(film)|||||||English||||||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal||||||Amazon Studios|||||||
Mank||https://en.wikipedia.org/wiki/Mank|||Eric Roth||||||||||
Minari||https://en.wikipedia.org/wiki/Minari_(film)||||||A24|||||||
Judas and the Black Messiah||https://en.wikipedia.org/wiki/Judas_and_the_Black_Messiah|||||Kristan Sprague||||||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman|||Emerald Fennell||||||||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman||||Benjamin Kračun|||||||||
Ma Rainey's Black Bottom||https://en.wikipedia.org/wiki/Ma_Rainey%27s_Black_Bottom_(film)|||||||||||$20–22.5 million||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal|||||||||United States||||
Mank||https://en.wikipedia.org/wiki/Mank|||Douglas Urbanski||||||||||
Mank||https://en.wikipedia.org/wiki/Mank||||Erik Messerschmidt|||||||||
Minari||https://en.wikipedia.org/wiki/Minari_(film)|||||||||United States||||
Judas and the Black Messiah||https://en.wikipedia.org/wiki/Judas_and_the_Black_Messiah||||||||Mark Isham|||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman|||||Frédéric Thoraval||||||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman||||||||Anthony Willis|||||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal|||||||American Sign Language||||||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal|||||||English||||||
Mank||https://en.wikipedia.org/wiki/Mank|||||Kirk Baxter||||||||
Mank||https://en.wikipedia.org/wiki/Mank||||||||Trent Reznor|||||
Minari||https://en.wikipedia.org/wiki/Minari_(film)|||||||Korean||||||
Minari||https://en.wikipedia.org/wiki/Minari_(film)|||||||English||||||
Minari||https://en.wikipedia.org/wiki/Minari_(film)|||||||||||$2 million||
Judas and the Black Messiah||https://en.wikipedia.org/wiki/Judas_and_the_Black_Messiah||||||||Craig Harris|||||
Judas and the Black Messiah||https://en.wikipedia.org/wiki/Judas_and_the_Black_Messiah||||||Warner Bros. Pictures|||||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman||||||Focus Features|||||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman||||||Universal Pictures|||||||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal|||||||||||$5.4 million||
Sound of Metal||https://en.wikipedia.org/wiki/Sound_of_Metal||||||||||$516,520|||
Mank||https://en.wikipedia.org/wiki/Mank||||||||Atticus Ross|||||
Mank||https://en.wikipedia.org/wiki/Mank||||||Netflix|||||||
The Neighbors' Window|Marshall Curry|https://en.wikipedia.org/wiki/The_Neighbors%27_Window|||||||||||||
Minari||https://en.wikipedia.org/wiki/Minari_(film)||||||||||$15.5 million|||
Judas and the Black Messiah||https://en.wikipedia.org/wiki/Judas_and_the_Black_Messiah|||||||English||||||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman|||||||English||||||
Mank||https://en.wikipedia.org/wiki/Mank|||||||||United States||||
The Neighbors' Window||https://en.wikipedia.org/wiki/The_Neighbors%27_Window||Maria Dizzia|||||||||||
The Neighbors' Window||https://en.wikipedia.org/wiki/The_Neighbors%27_Window|||Marshall Curry||||||||||
The Neighbors' Window||https://en.wikipedia.org/wiki/The_Neighbors%27_Window|||Jonathan Olson||||||||||
Judas and the Black Messiah||https://en.wikipedia.org/wiki/Judas_and_the_Black_Messiah|||||||||||$26 million||
Judas and the Black Messiah||https://en.wikipedia.org/wiki/Judas_and_the_Black_Messiah||||||||||$7.4 million|||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman|||||||||||$5–10 million||
Promising Young Woman||https://en.wikipedia.org/wiki/Promising_Young_Woman||||||||||$19 million|||
Mank||https://en.wikipedia.org/wiki/Mank|||||||English||||||
Mank||https://en.wikipedia.org/wiki/Mank|||||||||||$25 million||
Learning to Skateboard in a Warzone (If You're a Girl)|Carol Dysinger|https://en.wikipedia.org/wiki/Learning_to_Skateboard_in_a_Warzone_(If_You%27re_a_Girl)|||||||||||||
The Neighbors' Window||https://en.wikipedia.org/wiki/The_Neighbors%27_Window|||Julia Kennelly||||||||||
The Neighbors' Window||https://en.wikipedia.org/wiki/The_Neighbors%27_Window|||Elizabeth Martin||||||||||
Mank||https://en.wikipedia.org/wiki/Mank||||||||||$122,252|||
Learning to Skateboard in a Warzone (If You're a Girl)||https://en.wikipedia.org/wiki/Learning_to_Skateboard_in_a_Warzone_(If_You%27re_a_Girl)||||Lisa Rinzler|||||||||
Learning to Skateboard in a Warzone (If You're a Girl)||https://en.wikipedia.org/wiki/Learning_to_Skateboard_in_a_Warzone_(If_You%27re_a_Girl)|||||Mary Manhardt||||||||
Learning to Skateboard in a Warzone (If You're a Girl)||https://en.wikipedia.org/wiki/Learning_to_Skateboard_in_a_Warzone_(If_You%27re_a_Girl)||||||||Sasha Gordon|||||
The Neighbors' Window||https://en.wikipedia.org/wiki/The_Neighbors%27_Window||||Wolfgang Held|||||||||
The Neighbors' Window||https://en.wikipedia.org/wiki/The_Neighbors%27_Window|||||Marshall Curry||||||||
The Neighbors' Window||https://en.wikipedia.org/wiki/The_Neighbors%27_Window||||||||James Baxter & |||||
Marriage Story|Noah Baumbach|https://en.wikipedia.org/wiki/Marriage_Story|||||||||||||
Learning to Skateboard in a Warzone (If You're a Girl)||https://en.wikipedia.org/wiki/Learning_to_Skateboard_in_a_Warzone_(If_You%27re_a_Girl)|||||||||United Kingdom||||
The Neighbors' Window||https://en.wikipedia.org/wiki/The_Neighbors%27_Window||||||Marshall Curry Productions|||||||
The Neighbors' Window||https://en.wikipedia.org/wiki/The_Neighbors%27_Window|||||||||United States||||
Jojo Rabbit|Taika Waititi|https://en.wikipedia.org/wiki/Jojo_Rabbit|||||||||||||
Marriage Story||https://en.wikipedia.org/wiki/Marriage_Story||Scarlett Johansson|||||||||||
Marriage Story||https://en.wikipedia.org/wiki/Marriage_Story||Adam Driver|||||||||||
The Neighbors' Window||https://en.wikipedia.org/wiki/The_Neighbors%27_Window|||||||English||||||
Jojo Rabbit||https://en.wikipedia.org/wiki/Jojo_Rabbit|Taika Waititi||||||||||||
Marriage Story||https://en.wikipedia.org/wiki/Marriage_Story||Laura Dern|||||||||||
Marriage Story||https://en.wikipedia.org/wiki/Marriage_Story||Alan Alda|||||||||||
Marriage Story||https://en.wikipedia.org/wiki/Marriage_Story||Ray Liotta|||||||||||
The Neighbors' Window||https://en.wikipedia.org/wiki/The_Neighbors%27_Window||||||||||$330,661|||
Jojo Rabbit||https://en.wikipedia.org/wiki/Jojo_Rabbit||Roman Griffin Davis|||||||||||
Jojo Rabbit||https://en.wikipedia.org/wiki/Jojo_Rabbit||Thomasin McKenzie|||||||||||
Marriage Story||https://en.wikipedia.org/wiki/Marriage_Story||Julie Hagerty|||||||||||
Marriage Story||https://en.wikipedia.org/wiki/Marriage_Story||Merritt Wever|||||||||||
Marriage Story||https://en.wikipedia.org/wiki/Marriage_Story|||David Heyman||||||||||
Joker|Todd Phillips|https://en.wikipedia.org/wiki/Joker_(2019_film)|||||||||||||
Jojo Rabbit||https://en.wikipedia.org/wiki/Jojo_Rabbit||Taika Waititi|||||||||||
Jojo Rabbit||https://en.wikipedia.org/wiki/Jojo_Rabbit||Rebel Wilson|||||||||||
Marriage Story||https://en.wikipedia.org/wiki/Marriage_Story|||Noah Baumbach||||||||||
Marriage Story||https://en.wikipedia.org/wiki/Marriage_Story||||Robbie Ryan|||||||||
Joker||https://en.wikipedia.org/wiki/Joker_(2019_film)||Joaquin Phoenix|||||||||||
Jojo Rabbit||https://en.wikipedia.org/wiki/Jojo_Rabbit||Stephen Merchant|||||||||||
Jojo Rabbit||https://en.wikipedia.org/wiki/Jojo_Rabbit||Alfie Allen|||||||||||
Marriage Story||https://en.wikipedia.org/wiki/Marriage_Story|||||Jennifer Lame||||||||
Marriage Story||https://en.wikipedia.org/wiki/Marriage_Story||||||||Randy Newman|||||
American Factory|Steven Bognar|https://en.wikipedia.org/wiki/American_Factory|||||||||||||
Rocketman|Dexter Fletcher|https://en.wikipedia.org/wiki/Rocketman_(film)|||||||||||||
Joker||https://en.wikipedia.org/wiki/Joker_(2019_film)||Robert De Niro|||||||||||
Joker||https://en.wikipedia.org/wiki/Joker_(2019_film)||Zazie Beetz|||||||||||
Jojo Rabbit||https://en.wikipedia.org/wiki/Jojo_Rabbit||Sam Rockwell|||||||||||
Jojo Rabbit||https://en.wikipedia.org/wiki/Jojo_Rabbit||Scarlett Johansson|||||||||||
Marriage Story||https://en.wikipedia.org/wiki/Marriage_Story||||||Netflix|||||||
American Factory|Julia Reichert|https://en.wikipedia.org/wiki/American_Factory|||||||||||||
American Factory||https://en.wikipedia.org/wiki/American_Factory|||Jeff Reichert||||||||||
Rocketman||https://en.wikipedia.org/wiki/Rocketman_(film)||Taron Egerton|||||||||||
Joker||https://en.wikipedia.org/wiki/Joker_(2019_film)||Frances Conroy|||||||||||
Joker||https://en.wikipedia.org/wiki/Joker_(2019_film)|||Todd Phillips||||||||||
Jojo Rabbit||https://en.wikipedia.org/wiki/Jojo_Rabbit|||Carthew Neal||||||||||
Marriage Story||https://en.wikipedia.org/wiki/Marriage_Story|||||||English||||||
Bombshell|Jay Roach|https://en.wikipedia.org/wiki/Bombshell_(2019_film)|||||||||||||
Judy|Rupert Goold|https://en.wikipedia.org/wiki/Judy_(film)|||||||||||||
American Factory||https://en.wikipedia.org/wiki/American_Factory|||Julie Parker Benello||||||||||
American Factory||https://en.wikipedia.org/wiki/American_Factory||||Steven Bognar|||||||||
Rocketman||https://en.wikipedia.org/wiki/Rocketman_(film)||Jamie Bell|||||||||||
Rocketman||https://en.wikipedia.org/wiki/Rocketman_(film)||Richard Madden|||||||||||
Joker||https://en.wikipedia.org/wiki/Joker_(2019_film)|||Bradley Cooper||||||||||
