movie|"""Directed"""|link|"""Screenplay"""|"""Starring"""|"""Produced"""|'Cinematography'|'Edited'|'Distributed'|'Language'|'Music'|'Country'|'Box office'|'Budget'|'Production company'|'Running time'
Fame||https://en.wikipedia.org/wiki/Fame_(1980_film)||Steve Inwood|||||||||||
Fame||https://en.wikipedia.org/wiki/Fame_(1980_film)||Paul McCrane|||||||||||
The Fly||https://en.wikipedia.org/wiki/The_Fly_(1980_film)|||||||||||||3 minutes
The Empire Strikes Back||https://en.wikipedia.org/wiki/The_Empire_Strikes_Back|Leigh Brackett||||||||||||
Coal Miner's Daughter||https://en.wikipedia.org/wiki/Coal_Miner%27s_Daughter_(film)|||||||English||||||
Coal Miner's Daughter||https://en.wikipedia.org/wiki/Coal_Miner%27s_Daughter_(film)|||||||||||$15 million||
The Dollar Bottom||https://en.wikipedia.org/wiki/The_Dollar_Bottom|||||Richard Trevor||||||||
The Dollar Bottom||https://en.wikipedia.org/wiki/The_Dollar_Bottom||||||||Trevor Jones|||||
From Mao to Mozart: Isaac Stern in China|Murray Lerner|https://en.wikipedia.org/wiki/From_Mao_to_Mozart:_Isaac_Stern_in_China|||||||||||||
Raging Bull||https://en.wikipedia.org/wiki/Raging_Bull|||||||||United States||||
Fame||https://en.wikipedia.org/wiki/Fame_(1980_film)||Anne Meara|||||||||||
Fame||https://en.wikipedia.org/wiki/Fame_(1980_film)||Joanna Merlin|||||||||||
Fame||https://en.wikipedia.org/wiki/Fame_(1980_film)||Barry Miller|||||||||||
Moscow Does Not Believe in Tears|Vladimir Menshov|https://en.wikipedia.org/wiki/Moscow_Does_Not_Believe_in_Tears|||||||||||||
Kramer vs. Kramer|Robert Benton|https://en.wikipedia.org/wiki/Kramer_vs._Kramer|||||||||||||
The Empire Strikes Back||https://en.wikipedia.org/wiki/The_Empire_Strikes_Back|Lawrence Kasdan||||||||||||
Coal Miner's Daughter||https://en.wikipedia.org/wiki/Coal_Miner%27s_Daughter_(film)||||||||||$67.18 million|||
The Dollar Bottom||https://en.wikipedia.org/wiki/The_Dollar_Bottom||||||Cinema International Corporation|||||||
The Dollar Bottom||https://en.wikipedia.org/wiki/The_Dollar_Bottom|||||||||United Kingdom||||
From Mao to Mozart: Isaac Stern in China||https://en.wikipedia.org/wiki/From_Mao_to_Mozart:_Isaac_Stern_in_China||Isaac Stern|||||||||||
From Mao to Mozart: Isaac Stern in China||https://en.wikipedia.org/wiki/From_Mao_to_Mozart:_Isaac_Stern_in_China|||Walter Scheuer||||||||||
Raging Bull||https://en.wikipedia.org/wiki/Raging_Bull|||||||English||||||
Fame||https://en.wikipedia.org/wiki/Fame_(1980_film)||Jim Moody|||||||||||
Fame||https://en.wikipedia.org/wiki/Fame_(1980_film)||Gene Anthony Ray|||||||||||
Fame||https://en.wikipedia.org/wiki/Fame_(1980_film)||Maureen Teefy|||||||||||
Moscow Does Not Believe in Tears||https://en.wikipedia.org/wiki/Moscow_Does_Not_Believe_in_Tears||Vera Alentova|||||||||||
Moscow Does Not Believe in Tears||https://en.wikipedia.org/wiki/Moscow_Does_Not_Believe_in_Tears||||Igor Slabnevich|||||||||
Kramer vs. Kramer||https://en.wikipedia.org/wiki/Kramer_vs._Kramer|Robert Benton||||||||||||
Kramer vs. Kramer||https://en.wikipedia.org/wiki/Kramer_vs._Kramer||Dustin Hoffman|||||||||||
The Empire Strikes Back||https://en.wikipedia.org/wiki/The_Empire_Strikes_Back||Mark Hamill|||||||||||
Karl Hess: Toward Liberty|Roland Hallé|https://en.wikipedia.org/wiki/Karl_Hess:_Toward_Liberty|||||||||||||
The Dollar Bottom||https://en.wikipedia.org/wiki/The_Dollar_Bottom|||||||English||||||
From Mao to Mozart: Isaac Stern in China||https://en.wikipedia.org/wiki/From_Mao_to_Mozart:_Isaac_Stern_in_China||||David Bridges|||||||||
From Mao to Mozart: Isaac Stern in China||https://en.wikipedia.org/wiki/From_Mao_to_Mozart:_Isaac_Stern_in_China|||||Tom Haneke||||||||
From Mao to Mozart: Isaac Stern in China||https://en.wikipedia.org/wiki/From_Mao_to_Mozart:_Isaac_Stern_in_China||||||Harmony Film|||||||
Raging Bull||https://en.wikipedia.org/wiki/Raging_Bull|||||||||||$18 million||
Fame||https://en.wikipedia.org/wiki/Fame_(1980_film)|||David De Silva||||||||||
Moscow Does Not Believe in Tears||https://en.wikipedia.org/wiki/Moscow_Does_Not_Believe_in_Tears|||||Yelena Mikhailova||||||||
Moscow Does Not Believe in Tears||https://en.wikipedia.org/wiki/Moscow_Does_Not_Believe_in_Tears||||||||Sergey Nikitin|||||
Kramer vs. Kramer||https://en.wikipedia.org/wiki/Kramer_vs._Kramer||Meryl Streep|||||||||||
Kramer vs. Kramer||https://en.wikipedia.org/wiki/Kramer_vs._Kramer||Jane Alexander|||||||||||
The Empire Strikes Back||https://en.wikipedia.org/wiki/The_Empire_Strikes_Back||Harrison Ford|||||||||||
The Empire Strikes Back||https://en.wikipedia.org/wiki/The_Empire_Strikes_Back||Carrie Fisher|||||||||||
Karl Hess: Toward Liberty||https://en.wikipedia.org/wiki/Karl_Hess:_Toward_Liberty||Karl Hess|||||||||||
Karl Hess: Toward Liberty||https://en.wikipedia.org/wiki/Karl_Hess:_Toward_Liberty|||Roland Hallé||||||||||
From Mao to Mozart: Isaac Stern in China||https://en.wikipedia.org/wiki/From_Mao_to_Mozart:_Isaac_Stern_in_China|||||||English||||||
From Mao to Mozart: Isaac Stern in China||https://en.wikipedia.org/wiki/From_Mao_to_Mozart:_Isaac_Stern_in_China||||||||||$1,205,934|||
Raging Bull||https://en.wikipedia.org/wiki/Raging_Bull||||||||||$23.4 million|||
Fame||https://en.wikipedia.org/wiki/Fame_(1980_film)|||Alan Marshall||||||||||
Fame||https://en.wikipedia.org/wiki/Fame_(1980_film)||||Michael Seresin|||||||||
Moscow Does Not Believe in Tears||https://en.wikipedia.org/wiki/Moscow_Does_Not_Believe_in_Tears|||||||||Soviet Union||||
Kramer vs. Kramer||https://en.wikipedia.org/wiki/Kramer_vs._Kramer||Justin Henry|||||||||||
Kramer vs. Kramer||https://en.wikipedia.org/wiki/Kramer_vs._Kramer|||Richard Fischoff||||||||||
Breaking Away|Peter Yates|https://en.wikipedia.org/wiki/Breaking_Away|||||||||||||
The Empire Strikes Back||https://en.wikipedia.org/wiki/The_Empire_Strikes_Back||Billy Dee Williams|||||||||||
Karl Hess: Toward Liberty||https://en.wikipedia.org/wiki/Karl_Hess:_Toward_Liberty||||John Hoover|||||||||
Karl Hess: Toward Liberty||https://en.wikipedia.org/wiki/Karl_Hess:_Toward_Liberty|||||Loren Miller||||||||
Karl Hess: Toward Liberty||https://en.wikipedia.org/wiki/Karl_Hess:_Toward_Liberty||||||||Keith Martin|||||
Fame||https://en.wikipedia.org/wiki/Fame_(1980_film)|||||Gerry Hambling||||||||
Fame||https://en.wikipedia.org/wiki/Fame_(1980_film)||||||||Michael Gore|||||
Moscow Does Not Believe in Tears||https://en.wikipedia.org/wiki/Moscow_Does_Not_Believe_in_Tears|||||||Russian||||||
Kramer vs. Kramer||https://en.wikipedia.org/wiki/Kramer_vs._Kramer||||Néstor Almendros|||||||||
Breaking Away||https://en.wikipedia.org/wiki/Breaking_Away||Dennis Christopher|||||||||||
Breaking Away||https://en.wikipedia.org/wiki/Breaking_Away|||Peter Yates||||||||||
The Empire Strikes Back||https://en.wikipedia.org/wiki/The_Empire_Strikes_Back||Anthony Daniels|||||||||||
Alien|Ridley Scott|https://en.wikipedia.org/wiki/Alien_(film)|||||||||||||
Karl Hess: Toward Liberty||https://en.wikipedia.org/wiki/Karl_Hess:_Toward_Liberty||||||Direct Cinema|||||||
Karl Hess: Toward Liberty||https://en.wikipedia.org/wiki/Karl_Hess:_Toward_Liberty|||||||||United States||||
Karl Hess: Toward Liberty||https://en.wikipedia.org/wiki/Karl_Hess:_Toward_Liberty|||||||English||||||
Fame||https://en.wikipedia.org/wiki/Fame_(1980_film)||||||United Artists|||||||
Fame||https://en.wikipedia.org/wiki/Fame_(1980_film)|||||||||United States||||
Norma Rae|Martin Ritt|https://en.wikipedia.org/wiki/Norma_Rae|||||||||||||
Kramer vs. Kramer||https://en.wikipedia.org/wiki/Kramer_vs._Kramer|||||Gerald B. Greenberg||||||||
Breaking Away||https://en.wikipedia.org/wiki/Breaking_Away||||Matthew F. Leonetti|||||||||
Breaking Away||https://en.wikipedia.org/wiki/Breaking_Away|||||Cynthia Scheider||||||||
The Empire Strikes Back||https://en.wikipedia.org/wiki/The_Empire_Strikes_Back||David Prowse|||||||||||
Alien||https://en.wikipedia.org/wiki/Alien_(film)|Dan O'Bannon||||||||||||
Fame||https://en.wikipedia.org/wiki/Fame_(1980_film)|||||||English||||||
Fame||https://en.wikipedia.org/wiki/Fame_(1980_film)|||||||||||$8.5 million||
Norma Rae||https://en.wikipedia.org/wiki/Norma_Rae||Sally Field|||||||||||
All That Jazz|Bob Fosse|https://en.wikipedia.org/wiki/All_That_Jazz_(film)|||||||||||||
Apocalypse Now|Francis Coppola|https://en.wikipedia.org/wiki/Apocalypse_Now|||||||||||||
Kramer vs. Kramer||https://en.wikipedia.org/wiki/Kramer_vs._Kramer||||||||Paul Gemignani|||||
Kramer vs. Kramer||https://en.wikipedia.org/wiki/Kramer_vs._Kramer||||||Columbia Pictures|||||||
Breaking Away||https://en.wikipedia.org/wiki/Breaking_Away||||||||Patrick Williams|||||
Breaking Away||https://en.wikipedia.org/wiki/Breaking_Away||||||20th Century Fox|||||||
The Empire Strikes Back||https://en.wikipedia.org/wiki/The_Empire_Strikes_Back||Kenny Baker|||||||||||
The Empire Strikes Back||https://en.wikipedia.org/wiki/The_Empire_Strikes_Back||Peter Mayhew|||||||||||
Alien||https://en.wikipedia.org/wiki/Alien_(film)||Tom Skerritt|||||||||||
Fame||https://en.wikipedia.org/wiki/Fame_(1980_film)||||||||||$42 million|||
Being There|Hal Ashby|https://en.wikipedia.org/wiki/Being_There|||||||||||||
Norma Rae||https://en.wikipedia.org/wiki/Norma_Rae|||Tamara Asseyev ||||||||||
Norma Rae||https://en.wikipedia.org/wiki/Norma_Rae||||John A. Alonzo|||||||||
All That Jazz||https://en.wikipedia.org/wiki/All_That_Jazz_(film)||Roy Scheider|||||||||||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now||Marlon Brando|||||||||||
Kramer vs. Kramer||https://en.wikipedia.org/wiki/Kramer_vs._Kramer|||||||||United States||||
Breaking Away||https://en.wikipedia.org/wiki/Breaking_Away|||||||||United States||||
The Empire Strikes Back||https://en.wikipedia.org/wiki/The_Empire_Strikes_Back||Frank Oz|||||||||||
Alien||https://en.wikipedia.org/wiki/Alien_(film)||Sigourney Weaver|||||||||||
Being There||https://en.wikipedia.org/wiki/Being_There|Jerzy Kosiński||||||||||||
Being There||https://en.wikipedia.org/wiki/Being_There||Peter Sellers|||||||||||
Norma Rae||https://en.wikipedia.org/wiki/Norma_Rae|||||Sidney Levin||||||||
Norma Rae||https://en.wikipedia.org/wiki/Norma_Rae||||||||David Shire|||||
All That Jazz||https://en.wikipedia.org/wiki/All_That_Jazz_(film)|||Robert Alan Aurthur||||||||||
All That Jazz||https://en.wikipedia.org/wiki/All_That_Jazz_(film)||||Giuseppe Rotunno|||||||||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now||Robert Duvall|||||||||||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now||Martin Sheen|||||||||||
Kramer vs. Kramer||https://en.wikipedia.org/wiki/Kramer_vs._Kramer|||||||English||||||
Breaking Away||https://en.wikipedia.org/wiki/Breaking_Away|||||||English||||||
Breaking Away||https://en.wikipedia.org/wiki/Breaking_Away|||||||||||$2.3 million||
The Empire Strikes Back||https://en.wikipedia.org/wiki/The_Empire_Strikes_Back|||Gary Kurtz||||||||||
Alien||https://en.wikipedia.org/wiki/Alien_(film)||Veronica Cartwright|||||||||||
Alien||https://en.wikipedia.org/wiki/Alien_(film)||Harry Dean Stanton|||||||||||
Every Child|Eugene Fedorenko|https://en.wikipedia.org/wiki/Every_Child_(film)|||||||||||||
Being There||https://en.wikipedia.org/wiki/Being_There|||Andrew Braunsberg||||||||||
Being There||https://en.wikipedia.org/wiki/Being_There||||Caleb Deschanel|||||||||
Board and Care|Ron Ellis|https://en.wikipedia.org/wiki/Board_and_Care|||||||||||||
Norma Rae||https://en.wikipedia.org/wiki/Norma_Rae||||||20th Century Fox|||||||
All That Jazz||https://en.wikipedia.org/wiki/All_That_Jazz_(film)|||||Alan Heim||||||||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now||Frederic Forrest|||||||||||
Kramer vs. Kramer||https://en.wikipedia.org/wiki/Kramer_vs._Kramer|||||||||||$8 million||
Breaking Away||https://en.wikipedia.org/wiki/Breaking_Away||||||||||$20 million|||
The Empire Strikes Back||https://en.wikipedia.org/wiki/The_Empire_Strikes_Back||||Peter Suschitzky|||||||||
Alien||https://en.wikipedia.org/wiki/Alien_(film)||John Hurt|||||||||||
Alien||https://en.wikipedia.org/wiki/Alien_(film)||Ian Holm|||||||||||
Every Child||https://en.wikipedia.org/wiki/Every_Child_(film)||Bernard Carez|||||||||||
Being There||https://en.wikipedia.org/wiki/Being_There|||||Don Zimmerman||||||||
Board and Care||https://en.wikipedia.org/wiki/Board_and_Care||Richard Goss|||||||||||
Board and Care||https://en.wikipedia.org/wiki/Board_and_Care|||Amelia Anderson||||||||||
Norma Rae||https://en.wikipedia.org/wiki/Norma_Rae|||||||||United States||||
All That Jazz||https://en.wikipedia.org/wiki/All_That_Jazz_(film)||||||||Ralph Burns|||||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now||Albert Hall|||||||||||
Kramer vs. Kramer||https://en.wikipedia.org/wiki/Kramer_vs._Kramer||||||||||$173 million|||
The Empire Strikes Back||https://en.wikipedia.org/wiki/The_Empire_Strikes_Back|||||Paul Hirsch||||||||
Alien||https://en.wikipedia.org/wiki/Alien_(film)||Yaphet Kotto|||||||||||
Alien||https://en.wikipedia.org/wiki/Alien_(film)|||Gordon Carroll||||||||||
Best Boy|Ira Wohl|https://en.wikipedia.org/wiki/Best_Boy_(film)|||||||||||||
Best Boy||https://en.wikipedia.org/wiki/Best_Boy_(film)|||Ira Wohl||||||||||
A Little Romance|George Roy Hill|https://en.wikipedia.org/wiki/A_Little_Romance|||||||||||||
Crac|Frédéric Back|https://en.wikipedia.org/wiki/Crac|||||||||||||
Every Child||https://en.wikipedia.org/wiki/Every_Child_(film)|||Derek Lamb||||||||||
Being There||https://en.wikipedia.org/wiki/Being_There||||||||Johnny Mandel|||||
Board and Care||https://en.wikipedia.org/wiki/Board_and_Care||||Fred Goodich|||||||||
Board and Care||https://en.wikipedia.org/wiki/Board_and_Care|||||Ron Ellis||||||||
Norma Rae||https://en.wikipedia.org/wiki/Norma_Rae|||||||English||||||
Norma Rae||https://en.wikipedia.org/wiki/Norma_Rae|||||||||||$4.5 million||
All That Jazz||https://en.wikipedia.org/wiki/All_That_Jazz_(film)||||||20th Century Fox (North America)|||||||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now||Sam Bottoms|||||||||||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now||Larry Fishburne|||||||||||
The Empire Strikes Back||https://en.wikipedia.org/wiki/The_Empire_Strikes_Back||||||||John Williams|||||
Alien||https://en.wikipedia.org/wiki/Alien_(film)|||David Giler||||||||||
Alien||https://en.wikipedia.org/wiki/Alien_(film)|||Walter Hill||||||||||
Best Boy||https://en.wikipedia.org/wiki/Best_Boy_(film)||||Tom McDonough|||||||||
Best Boy||https://en.wikipedia.org/wiki/Best_Boy_(film)||||||International Film Exchange|||||||
A Little Romance||https://en.wikipedia.org/wiki/A_Little_Romance|Allan Burns||||||||||||
A Little Romance||https://en.wikipedia.org/wiki/A_Little_Romance|George Roy Hill||||||||||||
Crac||https://en.wikipedia.org/wiki/Crac|||Frédéric Back ||||||||||
Crac||https://en.wikipedia.org/wiki/Crac|||||Jacques Leroux||||||||
Every Child||https://en.wikipedia.org/wiki/Every_Child_(film)||||Jacques Avoine|||||||||
Every Child||https://en.wikipedia.org/wiki/Every_Child_(film)||||||||Normand Roger|||||
Being There||https://en.wikipedia.org/wiki/Being_There||||||United Artists|||||||
Being There||https://en.wikipedia.org/wiki/Being_There|||||||||United States||||
Board and Care||https://en.wikipedia.org/wiki/Board_and_Care||||||Sprout, Pyramid|||||||
Board and Care||https://en.wikipedia.org/wiki/Board_and_Care|||||||||United States||||
Norma Rae||https://en.wikipedia.org/wiki/Norma_Rae||||||||||$22 million|||
All That Jazz||https://en.wikipedia.org/wiki/All_That_Jazz_(film)|||||||||United States||||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now||Dennis Hopper|||||||||||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now|||Francis Coppola||||||||||
The Empire Strikes Back||https://en.wikipedia.org/wiki/The_Empire_Strikes_Back||||||20th Century Fox|||||||
Alien||https://en.wikipedia.org/wiki/Alien_(film)||||Derek Vanlint|||||||||
Best Boy||https://en.wikipedia.org/wiki/Best_Boy_(film)|||||||||United States||||
The Black Stallion|Carroll Ballard|https://en.wikipedia.org/wiki/The_Black_Stallion_(film)|||||||||||||
The Tin Drum|Volker Schlöndorff|https://en.wikipedia.org/wiki/The_Tin_Drum_(film)|||||||||||||
Paul Robeson: Tribute to an Artist|Saul J. Turell|https://en.wikipedia.org/wiki/Paul_Robeson:_Tribute_to_an_Artist|||||||||||||
Paul Robeson: Tribute to an Artist||https://en.wikipedia.org/wiki/Paul_Robeson:_Tribute_to_an_Artist||Paul Robeson|||||||||||
A Little Romance||https://en.wikipedia.org/wiki/A_Little_Romance||Laurence Olivier|||||||||||
A Little Romance||https://en.wikipedia.org/wiki/A_Little_Romance||Arthur Hill|||||||||||
Crac||https://en.wikipedia.org/wiki/Crac||||||||Normand Roger|||||
Crac||https://en.wikipedia.org/wiki/Crac||||||The Video Project (USA) |||||||
Every Child||https://en.wikipedia.org/wiki/Every_Child_(film)||||||National Film Board of Canada|||||||
Every Child||https://en.wikipedia.org/wiki/Every_Child_(film)|||||||||Canada||||
Being There||https://en.wikipedia.org/wiki/Being_There|||||||English||||||
Being There||https://en.wikipedia.org/wiki/Being_There|||||||||||$7 million||
Board and Care||https://en.wikipedia.org/wiki/Board_and_Care|||||||English||||||
All That Jazz||https://en.wikipedia.org/wiki/All_That_Jazz_(film)|||||||English||||||
All That Jazz||https://en.wikipedia.org/wiki/All_That_Jazz_(film)|||||||||||$12 million||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now||||Vittorio Storaro|||||||||
The Empire Strikes Back||https://en.wikipedia.org/wiki/The_Empire_Strikes_Back|||||||||United States||||
Alien||https://en.wikipedia.org/wiki/Alien_(film)|||||Terry Rawlings||||||||
The Black Stallion||https://en.wikipedia.org/wiki/The_Black_Stallion_(film)|Melissa Mathison||||||||||||
The Black Stallion||https://en.wikipedia.org/wiki/The_Black_Stallion_(film)|Jeanne Rosenberg||||||||||||
The Black Stallion||https://en.wikipedia.org/wiki/The_Black_Stallion_(film)|William D. Wittliff||||||||||||
The Tin Drum||https://en.wikipedia.org/wiki/The_Tin_Drum_(film)||David Bennent|||||||||||
Paul Robeson: Tribute to an Artist||https://en.wikipedia.org/wiki/Paul_Robeson:_Tribute_to_an_Artist|||Jessica Berman||||||||||
Paul Robeson: Tribute to an Artist||https://en.wikipedia.org/wiki/Paul_Robeson:_Tribute_to_an_Artist|||||Donald P. Finamore||||||||
A Little Romance||https://en.wikipedia.org/wiki/A_Little_Romance||Sally Kellerman|||||||||||
A Little Romance||https://en.wikipedia.org/wiki/A_Little_Romance||Diane Lane|||||||||||
Crac||https://en.wikipedia.org/wiki/Crac|||||||||Canada||||
Crac||https://en.wikipedia.org/wiki/Crac|||||||English||||||
Every Child||https://en.wikipedia.org/wiki/Every_Child_(film)|||||||English||||||
Being There||https://en.wikipedia.org/wiki/Being_There||||||||||$30.2 million (US)|||
All That Jazz||https://en.wikipedia.org/wiki/All_That_Jazz_(film)||||||||||$37.8 million|||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now|||||Richard Marks||||||||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now|||||Walter Murch||||||||
The Empire Strikes Back||https://en.wikipedia.org/wiki/The_Empire_Strikes_Back|||||||English||||||
Alien||https://en.wikipedia.org/wiki/Alien_(film)|||||Peter Weatherley||||||||
Alien||https://en.wikipedia.org/wiki/Alien_(film)||||||||Jerry Goldsmith|||||
The Deer Hunter|Michael Cimino|https://en.wikipedia.org/wiki/The_Deer_Hunter|||||||||||||
Coming Home|Hal Ashby|https://en.wikipedia.org/wiki/Coming_Home_(1978_film)|||||||||||||
The Black Stallion||https://en.wikipedia.org/wiki/The_Black_Stallion_(film)||Kelly Reno|||||||||||
The Black Stallion||https://en.wikipedia.org/wiki/The_Black_Stallion_(film)||Teri Garr|||||||||||
The Tin Drum||https://en.wikipedia.org/wiki/The_Tin_Drum_(film)|||Franz Seitz||||||||||
Paul Robeson: Tribute to an Artist||https://en.wikipedia.org/wiki/Paul_Robeson:_Tribute_to_an_Artist||||||Janus Films|||||||
A Little Romance||https://en.wikipedia.org/wiki/A_Little_Romance||Thelonious Bernard|||||||||||
A Little Romance||https://en.wikipedia.org/wiki/A_Little_Romance|||Robert L. Crawford||||||||||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now|||||Gerald B. Greenberg||||||||
The Empire Strikes Back||https://en.wikipedia.org/wiki/The_Empire_Strikes_Back|||||||||||$30.5||
Alien||https://en.wikipedia.org/wiki/Alien_(film)||||||20th Century Fox|||||||
The Deer Hunter||https://en.wikipedia.org/wiki/The_Deer_Hunter|Deric Washburn||||||||||||
Coming Home||https://en.wikipedia.org/wiki/Coming_Home_(1978_film)|Waldo Salt||||||||||||
The Black Stallion||https://en.wikipedia.org/wiki/The_Black_Stallion_(film)||Clarence Muse|||||||||||
The Black Stallion||https://en.wikipedia.org/wiki/The_Black_Stallion_(film)||Hoyt Axton|||||||||||
The Black Stallion||https://en.wikipedia.org/wiki/The_Black_Stallion_(film)||Michael Higgins|||||||||||
The Tin Drum||https://en.wikipedia.org/wiki/The_Tin_Drum_(film)||||Igor Luther|||||||||
The Tin Drum||https://en.wikipedia.org/wiki/The_Tin_Drum_(film)|||||Suzanne Baron||||||||
Paul Robeson: Tribute to an Artist||https://en.wikipedia.org/wiki/Paul_Robeson:_Tribute_to_an_Artist|||||||||United States||||
Paul Robeson: Tribute to an Artist||https://en.wikipedia.org/wiki/Paul_Robeson:_Tribute_to_an_Artist|||||||English||||||
A Little Romance||https://en.wikipedia.org/wiki/A_Little_Romance|||Yves Rousset-Rouard||||||||||
A Little Romance||https://en.wikipedia.org/wiki/A_Little_Romance||||Pierre-William Glenn|||||||||
A Little Romance||https://en.wikipedia.org/wiki/A_Little_Romance|||||William H. Reynolds||||||||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now|||||Lisa Fruchtman||||||||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now||||||||Carmine Coppola|||||
The Empire Strikes Back||https://en.wikipedia.org/wiki/The_Empire_Strikes_Back||||||||||$538–549|||
Alien||https://en.wikipedia.org/wiki/Alien_(film)|||||||English||||||
The Deer Hunter||https://en.wikipedia.org/wiki/The_Deer_Hunter||Robert De Niro|||||||||||
The Deer Hunter||https://en.wikipedia.org/wiki/The_Deer_Hunter||John Cazale|||||||||||
Coming Home||https://en.wikipedia.org/wiki/Coming_Home_(1978_film)||Jane Fonda|||||||||||
Midnight Express|Alan Parker|https://en.wikipedia.org/wiki/Midnight_Express_(film)|||||||||||||
Heaven Can Wait|Warren Beatty|https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)|||||||||||||
Close Harmony|Nigel Noble|https://en.wikipedia.org/wiki/Close_Harmony_(1981_film)|||||||||||||
The Black Stallion||https://en.wikipedia.org/wiki/The_Black_Stallion_(film)||Mickey Rooney|||||||||||
The Black Stallion||https://en.wikipedia.org/wiki/The_Black_Stallion_(film)|||Fred Roos||||||||||
The Tin Drum||https://en.wikipedia.org/wiki/The_Tin_Drum_(film)||||||||Maurice Jarre|||||
A Little Romance||https://en.wikipedia.org/wiki/A_Little_Romance||||||||Georges Delerue|||||
A Little Romance||https://en.wikipedia.org/wiki/A_Little_Romance||||||Warner Bros.|||||||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now||||||||Francis Coppola|||||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now||||||United Artists|||||||
Alien||https://en.wikipedia.org/wiki/Alien_(film)|||||||||||$11 million||
The Deer Hunter||https://en.wikipedia.org/wiki/The_Deer_Hunter||John Savage|||||||||||
The Deer Hunter||https://en.wikipedia.org/wiki/The_Deer_Hunter||Meryl Streep|||||||||||
Coming Home||https://en.wikipedia.org/wiki/Coming_Home_(1978_film)|||Jerome Hellman||||||||||
Midnight Express||https://en.wikipedia.org/wiki/Midnight_Express_(film)|Oliver Stone||||||||||||
Heaven Can Wait|Buck Henry|https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)|||||||||||||
Heaven Can Wait||https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)|Elaine May||||||||||||
Close Harmony||https://en.wikipedia.org/wiki/Close_Harmony_(1981_film)|||Nigel Noble||||||||||
Close Harmony||https://en.wikipedia.org/wiki/Close_Harmony_(1981_film)||||Steve Gerbson|||||||||
The Black Stallion||https://en.wikipedia.org/wiki/The_Black_Stallion_(film)|||Francis Ford Coppola||||||||||
The Black Stallion||https://en.wikipedia.org/wiki/The_Black_Stallion_(film)|||Tom Sternberg||||||||||
The Tin Drum||https://en.wikipedia.org/wiki/The_Tin_Drum_(film)||||||United Artists|||||||
A Little Romance||https://en.wikipedia.org/wiki/A_Little_Romance|||||||English ||||||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now|||||||||United States||||
Alien||https://en.wikipedia.org/wiki/Alien_(film)||||||||||$184.7 million|||
The Deer Hunter||https://en.wikipedia.org/wiki/The_Deer_Hunter||Christopher Walken|||||||||||
The Deer Hunter||https://en.wikipedia.org/wiki/The_Deer_Hunter|||Barry Spikings||||||||||
Coming Home||https://en.wikipedia.org/wiki/Coming_Home_(1978_film)||||Haskell Wexler|||||||||
Midnight Express||https://en.wikipedia.org/wiki/Midnight_Express_(film)||Brad Davis|||||||||||
Heaven Can Wait||https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)|Warren Beatty||||||||||||
Heaven Can Wait||https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)||Warren Beatty|||||||||||
Heaven Can Wait||https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)||Julie Christie|||||||||||
Close Harmony||https://en.wikipedia.org/wiki/Close_Harmony_(1981_film)|||||Emma Joan Morris||||||||
Close Harmony||https://en.wikipedia.org/wiki/Close_Harmony_(1981_film)||||||Learning Company of America|||||||
The Black Stallion||https://en.wikipedia.org/wiki/The_Black_Stallion_(film)||||Caleb Deschanel|||||||||
The Black Stallion||https://en.wikipedia.org/wiki/The_Black_Stallion_(film)|||||Robert Dalva||||||||
The Black Stallion||https://en.wikipedia.org/wiki/The_Black_Stallion_(film)||||||||Carmine Coppola|||||
The Tin Drum||https://en.wikipedia.org/wiki/The_Tin_Drum_(film)|||||||German||||||
A Little Romance||https://en.wikipedia.org/wiki/A_Little_Romance|||||||||||$3 million||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now|||||||English||||||
